Course,Field,studylevel,AreaofInterest,C_education,Grade,Skills,Age
BACHELOR OF COMMERCE [B.COM] (ACCOUNTANCY),ACCOUNTANCY,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (PROFESSIONAL),PROFESSIONAL,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (CO-OPERATION),(CO-OPERATION),Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (PROFESSIONAL ACCOUNTING),PROFESSIONAL ACCOUNTING,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (BANKING MANAGEMENT),(BANKING MANAGEMENT,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (COMPUTER SCIENCE),COMPUTER SCIENCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (TAX PROCEDURE AND PRACTICE),TAX PROCEDURE AND PRACTICE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (INFORMATION TECHNOLOGY),(INFORMATION TECHNOLOGY,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (TAXATION AND FINANCE),TAXATION AND FINANCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (FINANCIAL MARKETS),FINANCIAL MARKETS,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (MARKETING),MARKETING),Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (FOREIGN TRADE MANAGEMENT),(FOREIGN TRADE MANAGEMENT,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (E-COMMERCE),E-COMMERCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (BANKING & FINANCE),(BANKING & FINANCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (BUSINESS ADMINISTRATION),BUSINESS ADMINISTRATION,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (ACCOUNTING),(ACCOUNTING),Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (MANAGEMENT STUDIES),MANAGEMENT STUDIES,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (FINANCIAL ACCOUNTING),(FINANCIAL ACCOUNTING,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (ECONOMICS),ECONOMICS,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (STATISTICS),STATISTICS,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (TOURISM AND TRAVELMANAGEMENT),TOURISM AND TRAVELMANAGEMENT,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (INSURANCE MANAGEMENT),INSURANCE MANAGEMENT,Commerce courses,18,2,50,1,18
DIPLOMA IN BANKING & FINANCE,BANKING & FINANCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (INTERNATIONAL BUSINESS),INTERNATIONAL BUSINESS,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (BUSINESS ECONOMICS),BUSINESS ECONOMICS,Commerce courses,18,2,50,1,18
DIPLOMA IN ACCOUNTING AND FINANCE,ACCOUNTING AND FINANCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (APPLIED ECONOMICS),APPLIED ECONOMICS,Commerce courses,18,2,50,1,18
DIPLOMA IN COMPUTERISED ACCOUNTING [DIC],COMPUTERISED ACCOUNTING,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (INVESTMENT MANAGEMENT),INVESTMENT MANAGEMENT,Commerce courses,18,2,50,1,18
BACHELOR OF ACCOUNTING AND FINANCE [BAF],ACCOUNTING AND FINANCE ,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM], COMMERCE,Commerce courses,18,2,50,1,18
BACHELOR OF COMMERCE [B.COM] (SUPPLY CHAIN MANAGEMENT),SUPPLY CHAIN MANAGEMENT,Commerce courses,18,2,50,1,18
BACHELOR OF EDUCATION [B.ED],EDUCATION,Education Courses,19,2,50,1,18
DIPLOMA IN EDUCATION [D.ED],EDUCATION ,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (ENGLISH),ENGLISH,Education Courses,19,2,50,1,18
BACHELOR OF PHYSICAL EDUCATION [B.P.ED],PHYSICAL EDUCATION,Education Courses,19,2,50,1,18
DIPLOMA IN ELEMENTARY EDUCATION - [D.EL.ED.],ELEMENTARY EDUCATION,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (PHYSICAL SCIENCE),PHYSICAL SCIENCE,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED.] (MATHEMATICS),MATHEMATICS,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (HISTORY),HISTORY,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (TAMIL),TAMIL,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (BIOLOGICAL SCIENCES),BIOLOGICAL SCIENCES,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (COMMERCE),COMMERCE,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (COMPUTER SCIENCE),COMPUTER SCIENCE,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (ECONOMICS),ECONOMICS,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (SOCIAL SCIENCE),SOCIAL SCIENCE,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (GEOGRAPHY,GEOGRAPHY,Education Courses,19,2,50,1,18
BASIC TRAINING CERTIFICATE [BTC], TRAINING ,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (NATURAL SCIENCE),NATURAL SCIENCE,Education Courses,19,2,50,1,18
BACHELOR OF ELEMENTARY EDUCATION [B.EL.ED],ELEMENTARY EDUCATION,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (HINDI),HINDi,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (SPECIAL EDUCATION),(SPECIAL EDUCATION,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (MALAYALAM),MALAYALAM,Education Courses,19,2,50,1,18
DIPLOMA IN NURSERY TEACHER TRAINING [NTT],NURSERY TEACHER,Education Courses,19,2,50,1,18
DIPLOMA IN PHYSICAL EDUCATION,PHYSICAL EDUCATION,Education Courses,19,2,50,1,18
DIPLOMA IN EARLY CHILDHOOD EDUCATION,EARLY CHILDHOOD EDUCATION,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (HOME SCIENCE),HOME SCIENCE,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (SANSKRIT),SANSKRIT,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (PHYSICS),PHYSICS,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (CHEMISTRY),CHEMISTRY,Education Courses,19,2,50,1,18
CERTIFICATE IN PHYSICAL EDUCATION [C.P.ED],PHYSICAL EDUCATION,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (HEARING IMPAIRED),HEARING IMPAIRED,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (POLITICAL SCIENCE),POLITICAL SCIENCE,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (PHYSICAL EDUCATION),PHYSICAL EDUCATION,Education Courses,19,2,50,1,18
FACULTY DEVELOPMENT PROGRAMME,FACULTY DEVELOPMENT PROGRAMME,Education Courses,19,2,50,1,18
JUNIOR BASIC TRAINING [JBT],JUNIOR BASIC TRAINING [JBT],Education Courses,19,2,50,1,18
DIPLOMA IN TEACHER EDUCATION [D.T.ED],TEACHER EDUCATION,Education Courses,19,2,50,1,18
BACHELOR OF EDUCATION [B.ED] (PSYCHOLOGY),PSYCHOLOGY,Education Courses,19,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA],BUSINESS ADMINISTRATION,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS MANAGEMENT [BBM],BUSINESS MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (MARKETING),BUSINESS ADMINISTRATION [,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (HUMAN RESOURCE MANAGEMENT),HUMAN RESOURCE MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (FINANCE),(FINANCE),Management courses,20,2,50,1,18
BACHELOR OF MANAGEMENT STUDIES [BMS],MANAGEMENT STUDIES,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] {HONS.},BUSINESS ADMINISTRATION HONS.,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (INTERNATIONALBUSINESS),INTERNATIONALBUSINESS,Management courses,20,2,50,1,18
BACHELOR OF TOURISM AND TRAVEL MANAGEMENT [BTTM], TOURISM AND TRAVEL MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (COMPUTER APPLICATIONS),COMPUTER APPLICATIONS,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (DIGITAL MARKETING),DIGITAL MARKETING,Management courses,20,2,50,1,18
CERTIFICATE IN TOURISM AND TRAVEL MANAGEMENT,TOURISM AND TRAVEL MANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN EVENT MANAGEMENT,EVENT MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (RETAIL MANAGEMENT),RETAIL MANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN BUSINESS MANAGEMENT,BUSINESS MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (LOGISTICS MANAGEMENT),LOGISTICS MANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN RETAIL MANAGEMENT,RETAIL MANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN FRONT OFFICE,FRONT OFFICE,Management courses,20,2,50,1,18
DIPLOMA IN TRAVEL AND TOURISM,TRAVEL AND TOURISM,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (TOURISM AND TRAVELMANAGEMENT),TOURISM AND TRAVELMANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (ENTREPRENEURSHIP),ENTREPRENEURSHIP,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (INFORMATIONTECHNOLOGY),INFORMATIONTECHNOLOGY,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (HOSPITALMANAGEMENT,(HOSPITALMANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN TOURISM & TRAVEL MANAGEMENT,TOURISM & TRAVEL MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (SPORTSMANAGEMENT),SPORTSMANAGEMENT),Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (HOSPITALITY &TOURISM),(HOSPITALITY &TOURISM,Management courses,20,2,50,1,18
DIPLOMA IN BUSINESS ADMINISTRATION,BUSINESS ADMINISTRATION,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (HOTEL MANAGEMENT),(HOTEL MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR IN HOSPITAL ADMINISTRATION [BHA],HOSPITAL ADMINISTRATION,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (BANKING ANDINSURANCE),BANKING ANDINSURANCE),Management courses,20,2,50,1,18
BACHELOR IN TOURISM MANAGEMENT [BTM],TOURISM MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (EVENT MANAGEMENT),EVENT MANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN EXPORT AND IMPORT MANAGEMENT,EXPORT AND IMPORT MANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN DISASTER MANAGEMENT, DISASTER MANAGEMENT,Management courses,20,2,50,1,18
ADVANCED DIPLOMA IN BUSINESS MANAGEMENT [ADBM],BUSINESS MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (OPERATIONSMANAGEMENT),(OPERATIONSMANAGEMENT),Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (FINANCE ANDACCOUNTS),FINANCE ANDACCOUNTS,Management courses,20,2,50,1,18
DIPLOMA IN FINANCIAL MANAGEMENT,FINANCIAL MANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN HUMAN RESOURCE MANAGEMENT,HUMAN RESOURCE MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (FOREIGN TRADE),FOREIGN TRADE,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (TOURISM),TOURISM,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (SUPPLY CHAINMANAGEMENT),SUPPLY CHAINMANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN LOGISTIC MANAGEMENT,LOGISTIC MANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN OFFICE AUTOMATION,OFFICE AUTOMATION,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (SALES ANDMARKETING),SALES ANDMARKETING,Management courses,20,2,50,1,18
DIPLOMA IN ENTREPRENEURSHIP,ENTREPRENEURSHIP,Management courses,20,2,50,1,18
CERTIFICATE IN PROJECT MANAGEMENT, PROJECT MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (BANKING),BANKING ,Management courses,20,2,50,1,18
CERTIFICATE IN HUMAN RESOURCES,HUMAN RESOURCES,Management courses,20,2,50,1,18
DIPLOMA IN OPERATION MANAGEMENT,OPERATION MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (E-COMMERCE),(E-COMMERCE),Management courses,20,2,50,1,18
BACHELOR OF MANAGEMENT STUDIES [BMS] (MARKETING),MARKETING,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA PROFESSIONAL],[BBA PROFESSIONAL],Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (ACCOUNTING),ACCOUNTING,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (AGRIBUSINESSMANAGEMENT),AGRIBUSINESSMANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS MANAGEMENT [BBM] (HUMAN RESOURCE MANAGEMENT),HUMAN RESOURCEMANAGEMENT,Management courses,20,2,50,1,18
ADVANCED DIPLOMA IN MARKETING,MARKETING,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (MEDIA MANAGEMENT),MEDIA MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (TOUR & TRAVELMANAGEMENT),TOUR & TRAVELMANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN SUPPLY CHAIN MANAGEMENT,SUPPLY CHAIN MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS MANAGEMENT [BBM] (INTERNATIONALBUSINESS),INTERNATIONALBUSINESS,Management courses,20,2,50,1,18
DIPLOMA IN HEALTH ADMINISTRATION, HEALTH ADMINISTRATION,Management courses,20,2,50,1,18
BACHELOR IN BUSINESS ECONOMICS [BBE], BUSINESS ECONOMICS,Management courses,20,2,50,1,18
DIPLOMA IN ACCOUNTING MANAGEMENT [DAM],ACCOUNTING MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS MANAGEMENT [BBM] (MARKETINGMANAGEMENT),MARKETINGMANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (INSURANCE),INSURANCE),Management courses,20,2,50,1,18
DIPLOMA IN COOPERATIVE MANAGEMENT [D.C.M.],COOPERATIVE MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (MANAGEMENT),MANAGEMENT ,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS STUDIES [BBS], BUSINESS STUDIES,Management courses,20,2,50,1,18
DIPLOMA IN QUALITY MANAGEMENT, QUALITY MANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN INTERNATIONAL BUSINESS,INTERNATIONAL BUSINESS,Management courses,20,2,50,1,18
DIPLOMA IN PRODUCTION MANAGEMENT,PRODUCTION MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (COMMUNICATIONSMANAGEMENT),(COMMUNICATIONSMANAGEMENT,Management courses,20,2,50,1,18
DIPLOMA IN OFFICE ADMINISTRATION,OFFICE ADMINISTRATION,Management courses,20,2,50,1,18
ADVANCED MANAGEMENT PROGRAMME (MANUFACTURING AND OPERATIONS),MANUFACTURING AND OPERATIONS,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (RISK MANAGEMENT),RISK MANAGEMENT,Management courses,20,2,50,1,18
BACHELOR OF BUSINESS ADMINISTRATION [BBA] (AIR TRAVEL MANAGEMENT),AIR TRAVEL MANAGEMENT,Management courses,20,2,50,1,18
POST GRADUATE PROGRAM IN PLANNING AND ENTREPRENEURSHIP [PGPPE], PLANNING AND ENTREPRENEURSHIP,Management courses,20,2,50,1,18
MASTER OF SCIENCE [M.SC] (AGRONOMY),AGRONOMY,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (GENETICS AND PLANT BREEDING),GENETICS AND PLANT BREEDING,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (HORTICULTURE),HORTICULTURE,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (AGRICULTURE),AGRICULTURE,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (PLANT PATHOLOGY),PLANT PATHOLOGY,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (AGRICULTURAL ECONOMICS),AGRICULTURAL ECONOMICS,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (FORESTRY),FORESTRY,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (SEED SCIENCE & TECHNOLOGY),SEED SCIENCE & TECHNOLOGY,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (AGRICULTURAL ENTOMOLOGY),AGRICULTURAL ENTOMOLOGY,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (AGRICULTURAL STATISTICS),AGRICULTURAL STATISTICS,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (DAIRY TECHNOLOGY),DAIRY TECHNOLOGY,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (DAIRY ENGINEERING),DAIRY ENGINEERING,AGRICULTURE,1,3,50,1,21
POST GRADUATE DIPLOMA IN GIS AND REMOTE SENSING,GIS AND REMOTE SENSING,AGRICULTURE,1,3,50,1,21
MASTER OF SCIENCE [M.SC] (ANIMATION),ANIMATION,ANIMATION,2,3,50,1,21
MASTER OF ARTS [MA] (ANIMATION),ANIMATION,ANIMATION,2,3,50,1,21
MASTER OF ARCHITECTURE [M.ARCH.] (LANDSCAPE ARCHITECTURE),LANDSCAPE ARCHITECTURE,ARCHITECTURE,3,3,50,1,21
MASTER OF ARCHITECTURE [M.ARCH.] (URBAN DESIGN),URBAN DESIGN,ARCHITECTURE,3,3,50,1,21
MASTER OF ARCHITECTURE [M.ARCH.] (URBAN & RURAL PLANNING),URBAN & RURAL PLANNING,ARCHITECTURE,3,3,50,1,21
MASTER OF PLANNING [M.PLAN],,ARCHITECTURE,3,3,50,1,21
MASTER OF PLANNING (URBAN AND REGIONAL PLANNING),URBAN AND REGIONAL PLANNING,ARCHITECTURE,3,3,50,1,21
MASTER OF ARTS [MA] (KANNADA),KANNADA,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ENGLISH),ENGLISH,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ECONOMICS),ECONOMICS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (HISTORY),HISTORY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (POLITICAL SCIENCE),POLITICAL SCIENCE,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (HINDI),HINDI,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (SOCIOLOGY),SOCIOLOGY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (GEOGRAPHY),GEOGRAPHY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (PSYCHOLOGY),PSYCHOLOGY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (EDUCATION),EDUCATION,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (SANSKRIT),SANSKRIT,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (PHILOSOPHY),PHILOSOPHY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (PUBLIC ADMINISTRATION),PUBLIC ADMINISTRATION,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (TAMIL),TAMIL,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (URDU),URDU,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (MATHEMATICS),MATHEMATICS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ENGLISH LITERATURE),ENGLISH LITERATURE,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (HOME SCIENCE),HOME SCIENCE,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (MUSIC),MUSIC,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (MASS COMMUNICATION & JOURNALISM),MASS COMMUNICATION & JOURNALISM,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (PUNJABI),PUNJABI,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (MARATHI),MARATHI,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (BENGALI),BENGALI,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (MASS COMMUNICATION),MASS COMMUNICATION,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (SOCIAL WORK),SOCIAL WORK,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (DRAWING AND PAINTING),DRAWING AND PAINTING,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (RURAL DEVELOPMENT),RURAL DEVELOPMENT,Arts,4,3,50,1,21
MASTER OF ARTS [M.A] (YOGA),YOGA,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ANTHROPOLOGY),ANTHROPOLOGY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ARABIC),ARABIC,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (MALAYALAM),MALAYALAM,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (HINDI LITERATURE),HINDI LITERATURE,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (GUJARATI),GUJARATI,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (LINGUISTICS),LINGUISTICS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ASSAMESE),ASSAMESE,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ENGLISH LANGUAGE AND LITERATURE),ENGLISH LANGUAGE AND LITERATURE,Arts,4,3,50,1,21
MASTER OF FINE ARTS [MFA] (PAINTING),PAINTING,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (STATISTICS),STATISTICS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (WOMEN STUDIES),WOMEN STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (HUMAN RESOURCE MANAGEMENT),HUMAN RESOURCE MANAGEMENT,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (APPLIED PSYCHOLOGY),APPLIED PSYCHOLOGY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (FRENCH),FRENCH,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (PERSIAN),PERSIAN,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ANCIENT INDIAN HISTORY AND ARCHAEOLOGY),ANCIENT INDIAN HISTORY AND ARCHAEOLOGY,Arts,4,3,50,1,21
MASTER OF ARTS [M.A.] (JOURNALISM),JOURNALISM,Arts,4,3,50,1,21
MASTER OF ARTS [M.A.] (DANCE),DANCE,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ANCIENT HISTORY),ANCIENT HISTORY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (CLINICAL PSYCHOLOGY),CLINICAL PSYCHOLOGY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (DEVELOPMENT STUDIES),DEVELOPMENT STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (INTERNATIONAL RELATIONS),INTERNATIONAL RELATIONS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (POLITICS),POLITICS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ARCHAEOLOGY),ARCHAEOLOGY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ADVERTISING & PUBLIC RELATIONS),ADVERTISING & PUBLIC RELATIONS,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (COMPARATIVE LITERATURE),COMPARATIVE LITERATURE,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (TOURISM MANAGEMENT),TOURISM MANAGEMENT,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (COUNSELLING PSYCHOLOGY),COUNSELLING PSYCHOLOGY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ENVIRONMENTAL STUDIES),ENVIRONMENTAL STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (GENDER STUDIES),GENDER STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (RELIGIOUS STUDIES),RELIGIOUS STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (POLICE ADMINISTRATION),POLICE ADMINISTRATION,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (INTERNATIONAL STUDIES),INTERNATIONAL STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (ASTROLOGY),ASTROLOGY,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (FASHION DESIGN),FASHION DESIGN,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (CHINESE),CHINESE,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (GRAPHIC DESIGN),GRAPHIC DESIGN,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (DISASTER MANAGEMENT),DISASTER MANAGEMENT,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (COMMUNICATION),COMMUNICATION,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (FILM STUDIES),FILM STUDIES,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (SPANISH),SPANISH,Arts,4,3,50,1,21
MASTER OF ARTS [MA] (JAPANESE),JAPANESE,Arts,4,3,50,1,21
